track_name,streams,artist_names,uri,source,peak_rank,rank,previous_rank,weeks_on_chart
TEEDEE TADA,199536,Diamond Narakorn,spotify:track:4hN87QuWWKwxL6xDxKXsn2,GMM Music Public Company Limited,195,195,-1,1
THE GIRLS (BLACKPINK THE GAME OST),11801487,BLACKPINK,spotify:track:1mFpMoeZfkIqtqW2AfQ8ba,YG Entertainment,3,3,-1,25
THE WAY TO (VOCAL Unit),176991,TREASURE,spotify:track:6Pji5Idoj0t1nkb4X9t7N8,YG Entertainment,130,130,-1,1
TIPPY TOE,260532,BamBam,spotify:track:4QZ822qY72CrhhPaJAvQZ0,Abyss Company,148,148,-1,2
TOO MUCH,5890596,"The Kid LAROI, Jung Kook, Central Cee",spotify:track:0rKWJnmo6Q0ovoPOLoLm0t,Columbia,2,2,-1,5
TOO YOUNG 2 LOVE,411122,YOUNGOHM,spotify:track:2MDwiy5E60hUKXUSN9ScLH,Youngohm,188,188,-1,3
TOY,25126183,THE TOYS,spotify:track:2YRHRAT0c0g4WIZjsf9clK,What The Duck,22,22,-1,136
TRANSFORMER,1250359,BUS,spotify:track:79gZEEThebUtPiqGLHMupL,SONRAY MUSIC,43,43,-1,4
TRAP U,718401,DICE,spotify:track:5kHdaxW4aC2iTu6rhz7ocV,SONRAY MUSIC,149,149,-1,3
Take It Easy,256593,BamBam,spotify:track:6QDWGa7lqR8pq67EtzYy0s,Abyss Company,153,153,-1,2
Take Two,13942266,BTS,spotify:track:5IAESfJjmOYu7cHyX557kz,BIGHIT MUSIC,1,1,-1,14
Tally,3361018,BLACKPINK,spotify:track:0bYVPJvXr8ACmw313cVvhB,YG Entertainment,5,77,-1,37
Taste,7084365,Sabrina Carpenter,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Island Records,28,28,-1,20
Tell Ur Girlfriend,373539,Lay Bankz,spotify:track:3lMzT16MjAKKXF7pSZn13B,"Artist Partner Group, Inc.",151,151,-1,2
Thank You Come Again,208513,BamBam,spotify:track:2TzzuP16s181AccGrXcDu7,Abyss Company,181,181,-1,1
That's What I Like,9258916,Bruno Mars,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Atlantic Records,40,63,-1,101
That’s So True,2482679,Gracie Abrams,spotify:track:7ne4VBA60CxGM75vw0EYad,"Gracie Abrams, under exclusive license to Interscope Records",28,28,-1,7
The Astronaut,21704102,Jin,spotify:track:0h7QMc9ZRzA9QJrbEHytn2,BIGHIT MUSIC,2,15,-1,75
The Emptiness Machine,239745,Linkin Park,spotify:track:2PnlsTsOTLE5jnBnNe2K0A,Warner Records,151,151,-1,1
The First Snow,535995,EXO,spotify:track:2VNpT9fRk1kyksT0S4coZR,SM Entertainment,61,61,-1,3
The Happiest Girl,215330,BLACKPINK,spotify:track:7AdGloF1UHKe1vAZPbqIXH,YG Entertainment,4,176,-1,13
The Planet,6773636,BTS,spotify:track:4IJsVXbSeGPUrgwpVoHmlg,BIGHIT MUSIC,1,1,-1,5
The Story,200224,DOYOUNG,spotify:track:1RgojDREKMLTMyhhD66LWj,SM Entertainment,200,200,-1,1
The Tortured Poets Department,247637,Taylor Swift,spotify:track:3NMrVbIVWT3fPXBj0rNDKG,Taylor Swift,93,93,-1,1
"The Trouble is..ปัญหาของฉัน - From ""หนึ่งในร้อย""",8432129,Violette Wautier,spotify:track:2OULHL0yM3KbaHC1vlTffC,Chandelier Music,11,11,-1,12
Therapist,14546248,PUN,spotify:track:42NFq86YCRMnV10M7lihzk,Universal Music (Thailand) Ltd.,61,61,-1,54
Therapist - Remix,1051999,"PUN, Percy, Trilogy",spotify:track:4kWRl77Ty5SYYZcavwDhL6,Universal Music (Thailand) Ltd.,134,134,-1,6
Thirsty,490972,aespa,spotify:track:6nICBdDevG4NZysIqDFPEa,SM Entertainment / Warner Records,113,113,-1,3
Tip Toe,27167545,HYBS,spotify:track:0MJ5wKsPEeihONNfugHGy7,JUICEY,24,24,-1,81
Too Sad to Dance,2839339,Jung Kook,spotify:track:3bNNvJA7hsGw0wSpGkfOBm,BIGHIT MUSIC,12,12,-1,11
Too Sweet,12796288,Hozier,spotify:track:19XpFsce28aByvCC4g89tJ,Rubyworks / Universal-Island Records Ltd,11,11,-1,33
Touch,5439947,KATSEYE,spotify:track:6aJn7Cst74cj4lNIiPRgav,HYBE/Geffen,48,48,-1,20
Treasure,139598,"Percy, YUNGTARR",spotify:track:0QASGt3ZHaxXAdpW0PX9oV,dhavision,192,192,-1,1
Try Again,395059,"JAEHYUN, d.ear",spotify:track:4Sav8RLaXMBpTZX6xNPj0K,SM Entertainment,69,119,-1,13
Typa Girl,3677833,BLACKPINK,spotify:track:0L8LOav65XwLjCLS11gNPD,YG Entertainment,3,70,70,37
UNFORGIVEN (feat. Nile Rodgers),1456320,"LE SSERAFIM, Nile Rodgers",spotify:track:51vRumtqbkNW9wrKfESwfu,SOURCE MUSIC,51,51,-1,7
UNKNOWN,315200,NCT DREAM,spotify:track:4uagvpI1cLBr4CX6lKItFG,SM Entertainment,184,184,-1,2
UP - KARINA Solo,7570051,aespa,spotify:track:5sjnkOfTLCLNfkkchI2re2,SM Entertainment,8,8,-1,13
Unconditional,2959307,JAEHYUN,spotify:track:4j0W96NZvBFqwIyhCb9uGX,SM Entertainment,36,36,-1,9
Under The Influence,848369,Chris Brown,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown Entertainment/RCA Records,91,111,-1,26
Unholy (feat. Kim Petras),2686876,"Sam Smith, Kim Petras",spotify:track:0NZPBYD5qbEWRs3PrGiRkT,Capitol Records UK / EMI,34,64,64,30
Until I Found You,208380,Stephen Sanchez,spotify:track:6VhuP99TE6gYNQRJIlAWFD,Republic Records,24,168,-1,34
Until I Found You (with Em Beihold) - Em Beihold Version,9578855,"Stephen Sanchez, Em Beihold",spotify:track:1Y3LN4zO1Edc2EluIoSPJN,Republic Records,35,35,-1,56
VIBE (feat. Jimin of BTS),6503437,"TAEYANG, Jimin",spotify:track:61AZsmFB3VoJdmraMk5ZSn,THEBLACKLABEL,1,1,-1,10
VROOM VROOM,166841,4EVE,spotify:track:0VMIePtO3EfeOFuXwmCw9B,"TPOP INCORPORATION Co.,Ltd.",169,169,-1,1
Very Very Small,25531573,YOUNGOHM,spotify:track:2aOKroYzVYSkKetUpWvrkt,Youngohm,15,21,-1,110
Victoria's Secret,4393710,DIAMOND MQT,spotify:track:6fON5gco8TNy1di0oBUr1Y,DIAMOND MQT,136,136,-1,35
W.R.U,6784118,"DIAMOND MQT, Saran, SPRITE",spotify:track:3TNY1J6fOPVhiGcnMluLwL,DIAMOND MQT,69,69,-1,35
WATCH YOUR STEP,1326196,BUS,spotify:track:6N1ZqtABCgsqotshwnvEk1,SONRAY MUSIC,25,25,-1,4
WOKE UP,182709,XG,spotify:track:4keuUM29CtIWgsPRzRhXoW,XGALX,197,197,-1,1
WONDERLAND,160432,TREASURE,spotify:track:3RjiCdI7wLHDyvRplJQCig,YG Entertainment,161,161,-1,1
Walk,3415863,NCT 127,spotify:track:78ZYPq0f3afyzdYdpTOG9C,SM Entertainment,5,5,-1,4
Water,7532347,Tyla,spotify:track:5aIVCx5tnk0ntmdiinnYvw,FAX Records/Epic,71,71,-1,31
We Don't Talk Anymore (feat. Selena Gomez),2388894,"Charlie Puth, Selena Gomez",spotify:track:54PbBpquVfhfrwRwvjSXbI,Artist Partner,111,111,-1,41
Welcome To MY World (feat. nævis),859265,"aespa, nævis",spotify:track:6qVqWJxIpsabUKBILG7d6N,SM Entertainment / Warner Records,18,18,-1,3
What It Is (Solo Version),3393164,Doechii,spotify:track:73RbfOTJIjHzi2pcVHjeHM,Top Dawg Entertainment/Capitol Records,87,87,-1,18
"What Was I Made For? [From The Motion Picture ""Barbie""]",848248,Billie Eilish,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Darkroom/Interscope Records,114,114,-1,5
When I'm With You,1700975,NCT DREAM,spotify:track:15cQVPbbwv0sZXrHRIAZeX,SM Entertainment,26,26,-1,4
Whiplash,14355400,aespa,spotify:track:7Cnpb1vBbC46RgVyyKLH7p,SM Entertainment,5,5,-1,12
White Christmas (with V of BTS),6837707,"V, Bing Crosby",spotify:track:7134tEHq45eL6am9oVazZU,White Christmas,1,1,-1,3
Who,103467332,Jimin,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,BIGHIT MUSIC,1,1,-1,25
Why?,282641,PLAVE,spotify:track:75bgkdHdg7ppBcHdLJkSBM,VLAST,174,174,-1,2
Wild Flower (with youjeen),8930220,"RM, Youjeen",spotify:track:1AZjCZSGEjlxUufFQwSszF,BIGHIT MUSIC,1,26,-1,45
Wildest Dreams (Taylor's Version),183130,Taylor Swift,spotify:track:1K39ty6o1sHwwlZwO6a7wK,Taylor Swift,18,111,-1,20
Wings,251384,BamBam,spotify:track:0nZgC8skrXzSv1cjfHFlyt,Abyss Company,163,163,-1,2
Winter Ahead (with PARK HYO SHIN),16528907,"V, Park Hyo Shin",spotify:track:7G7mSV4BebkoHWwKTDvXu9,BIGHIT MUSIC,1,1,-1,6
Winter Ahead (with PARK HYO SHIN) : YUNSEOKCHEOL TRIO Ver.,221516,"V, Park Hyo Shin",spotify:track:2C39jkUPAsQzwBSshsaCfX,BIGHIT MUSIC,166,166,-1,1
Wish,13609755,Blackbeans,spotify:track:1ecud9LC1clhcuhjLIyyMB,Blackbeans,8,50,-1,179
With you,127503,"Jimin, HA SUNG WOON",spotify:track:2gzhQaCTeNgxpeB2TPllyY,"Genie Music Corporation, Stone Music Entertainment",1,143,-1,9
XO (Only If You Say Yes),1712711,ENHYPEN,spotify:track:3RkSwrsIadAvqVtMp5yhaB,BELIFT LAB,14,14,-1,4
Yeah Yeah Yeah,376708,BLACKPINK,spotify:track:5y4WmuvFX1t3NdSId0MFOh,YG Entertainment,8,109,-1,11
Yellow,405512,Coldplay,spotify:track:3AJwUDP919kvQ9QcozQPxg,Parlophone UK,108,108,-1,3
Yellow Leaf,172539,Jeff Satur,spotify:track:2umfwjHoIPrth4vs1fEQv4,WM/Thailand,193,193,-1,1
Yes or No,6254740,Jung Kook,spotify:track:2gkVEnpahpE3bQuvGuCpAV,BIGHIT MUSIC,9,9,-1,23
Yet To Come,856483,BTS,spotify:track:10SRMwb9EuVS1K9rYsBfHQ,BIGHIT MUSIC,1,97,-1,35
You & Me,9395003,JENNIE,spotify:track:6gcuJpHu0Ey30D5WR76y98,YG Entertainment,9,9,-1,26
You & Me (Coachella ver.),2583383,JENNIE,spotify:track:0Vz146N2GxkVJw4kSGXrNi,YG Entertainment,10,10,-1,7
Your World,202879,Mark Tuan,spotify:track:5gySNmBBmI1oQQoW6aPv5O,DREAMERS N ACHIEVERS,98,98,-1,1
Yours Ever,15651556,"Cocktail, Q Flure",spotify:track:6BN3iFjclJ4teGlmB3fFvo,GMM Music Public Company Limited,4,4,-1,14
You’re Losing Me (From The Vault),213491,Taylor Swift,spotify:track:3CWq0pAKKTWb0K4yiglDc4,Taylor Swift,111,111,-1,1
Zero,557887,NewJeans,spotify:track:5LMoKDVzW2kDneNu2UbspP,ADOR,64,64,-1,3
about YOU,253122,BamBam,spotify:track:4oJYQsSAYxt1a3igYU10IX,Abyss Company,160,160,-1,2
annie.,196640,wave to earth,spotify:track:1vTPSt4DpDQuoxNTQDHEY3,WAVY,197,197,-1,1
at my low,356027,Mark Tuan,spotify:track:3mxpUW41lKJMkUUxR3bI54,DREAMERS N ACHIEVERS,47,47,-1,1
bad,5094436,wave to earth,spotify:track:5TZKpQFKCbIlWGD8DzHbC6,WAVY,24,24,-1,23
blue,2168643,yung kai,spotify:track:3be9ACTxtcL6Zm4vJRUiPG,BMG Rights Management (US) LLC,23,23,-1,5
bye,158325,Ariana Grande,spotify:track:1Rweq7vNjK4kZBbGrmxQsl,Republic Records,200,200,-1,1
change up,149479,Mark Tuan,spotify:track:7CpjsMj6d4PLucxmwUVryL,DREAMERS N ACHIEVERS,174,174,-1,1
double take,31396278,Dhruv,spotify:track:0QzuaeCEEOV40Pn7IvKEny,Little Worry/RCA Records,1,29,29,191
drinks or coffee,1366776,ROSÉ,spotify:track:3fpWkbEZMP1BgOOfymwoaS,Atlantic Records,90,90,-1,5
drunk text,4850489,Henry Moodie,spotify:track:0KpWiHVmIFDTvai20likX4,Robots & Humans/Columbia,63,63,-1,24
exhausted,151265,Mark Tuan,spotify:track:4OxVjZYpT5Lzang7jgNsBo,DREAMERS N ACHIEVERS,159,159,-1,1
gameboy,300781,ROSÉ,spotify:track:77n3jFGqPPxYrEGwrWylNv,Atlantic Records,116,116,-1,1
golden hour,10119016,JVKE,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,16,20,-1,56
golden hour - Fujii Kaze Remix,503556,"JVKE, Fujii Kaze",spotify:track:6KxgptZSrQC4Vv21ZBOG7S,JVKE,105,105,-1,3
good boy,4470131,KJ,spotify:track:3hVbL6BkM5rbRzozafghgh,Noble music,3,49,-1,51
greedy,9708317,Tate McRae,spotify:track:3rUGC1vUpkDG9CZFHMur1t,RCA Records Label,48,48,-1,35
hard 2 love,315800,Mark Tuan,spotify:track:3altpLtl4cC9K5gHcOgaAP,DREAMERS N ACHIEVERS,128,128,-1,2
hot2hot,4445616,4EVE,spotify:track:3eUgJRHtoCxg9T0wV49gKo,"TPOP INCORPORATION Co.,Ltd.",84,84,-1,19
i wonder... (with Jung Kook of BTS),254739,"j-hope, Jung Kook",spotify:track:3ajU531gR5fW71wqsw4tFX,BIGHIT MUSIC,86,86,-1,1
icantfeelanything,155911,NCT DREAM,spotify:track:1D11R41GrNKopqfY4JsfTf,SM Entertainment,195,195,-1,1
imysm - NIIKO X SWAE Remix,138087,"Mark Tuan, NIIKO X SWAE",spotify:track:4gGwRLszo4NJtXzKK9aJj9,智慧大狗,139,183,-1,3
intentions,2038735,starfall,spotify:track:1sczjXEYHpbpCsaA25ZzPv,Mercury Records / Republic Records,87,87,-1,9
intro (end of the world),12530084,Ariana Grande,spotify:track:2o1pb13quMReXZqE7jWsgq,Republic Records,19,19,-1,39
luther (with sza),2070610,"Kendrick Lamar, SZA",spotify:track:2CGNAOSuO1MEFCbBRgUzjd,"pgLang, under exclusive license to Interscope Records",79,79,-1,6
more,213380,Mark Tuan,spotify:track:5K70CN00zLYMVFmA6JcU4s,DREAMERS N ACHIEVERS,95,95,-1,1
my daisy,1340884,RISA NARISA,spotify:track:0q1b14y590mo6EE2XyBhNy,Marr,78,78,-1,5
my name,143073,Mark Tuan,spotify:track:53tgeVRxU2BYwjo3PMq1d9,DREAMERS N ACHIEVERS,177,177,-1,1
number one girl,4841534,ROSÉ,spotify:track:1lcBt7LoEikqYmhUoa2cez,Atlantic Records,11,11,-1,7
on the street (with J. Cole),3403839,"j-hope, J. Cole",spotify:track:5wxYxygyHpbgv0EXZuqb9V,BIGHIT MUSIC,1,1,-1,5
pages,300712,WIMY,spotify:track:4hNVgNMncBxoYrb5D7dikN,BAD KIDS,162,162,-1,2
pick up the phone,568857,Henry Moodie,spotify:track:6xtW6EBqnClqaLfsxKyh3u,Robots & Humans/Columbia,123,123,-1,3
santa doesn’t know you like i do,2620085,Sabrina Carpenter,spotify:track:5mi0HQrZMhRb2MRdFiUP6v,Island Records,35,35,-1,9
seasons,783362,wave to earth,spotify:track:1acVBP8BcK6LTeNeFjfxnh,ADA Korea,136,136,-1,5
selfish,202989,Mark Tuan,spotify:track:5yVY23mMSyDOFnBU2dYiPR,DREAMERS N ACHIEVERS,101,101,-1,1
stay a little longer,282789,ROSÉ,spotify:track:5OdI6v2L7Aez4cclpbojiZ,Atlantic Records,128,128,-1,1
the boy is mine,735881,Ariana Grande,spotify:track:0Lmbke3KNVFXtoH2mMSHCw,Republic Records,166,166,-1,4
toxic till the end,3812713,ROSÉ,spotify:track:1z5ebC9238uGoBgzYyvGpQ,Atlantic Records,10,10,-1,5
two years,287758,ROSÉ,spotify:track:4HxGH28DitgAuuKpEVrLzN,Atlantic Records,123,123,-1,1
vampire,2475323,Olivia Rodrigo,spotify:track:3k79jB4aGmMDUQzEwa46Rz,Olivia Rodrigo PS,32,32,-1,12
we can't be friends (wait for your love),16404647,Ariana Grande,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Republic Records,19,19,-1,44
we fell in love in october,143908,girl in red,spotify:track:6IPwKM3fUUzlElbvKw2sKl,world in red,188,188,-1,1
wherever u r (ft. V of BTS),6283512,"UMI, V",spotify:track:0cGpKQ8RxxLOFqhktEURIj,UMI Inc under exclusive license to Unitedmasters LLC,3,3,-1,6
"yes, and?",2426472,Ariana Grande,spotify:track:7gaA3wERFkFkgivjwbSvkG,Republic Records,34,34,-1,10
กลับมาคบกันเถอะ (Please Please),7246674,Billkin,spotify:track:1MEYfWVtU338815OD0ixDp,Billkin Entertainment,14,39,-1,47
กลับมาเพื่อบอกลา (Just To Let Me Know),20521827,Paper Planes,spotify:track:36VP0QLf0R3KqcWeyJxuEO,GMM Music Public Company Limited,32,32,-1,59
กลิ่นดอกไม้,48184513,Newery,spotify:track:5OaXaynJZgklXEwzhouey5,LiVE HiGH,2,2,-1,103
กอดกัน,9091338,"K6Y, Lazyloxy, Jayrun",spotify:track:1X3VD4oXVFe314hJ9AcvVy,Chonburi Flow,88,88,-1,62
กอดความเจ็บช้ำ ( Carry ),5594031,Safeplanet,spotify:track:13y3BLdlSdVH7wJwavs06O,Safeplanet,19,88,-1,226
กอดเสาเถียง,148384,ปรีชา ปัดภัย,spotify:track:0Gn8Ya7zxyqftDcUbtlxty,เซิ้ง Music,174,176,-1,4
กอดไม่ได้,9183370,Bedroom Audio,spotify:track:6OtTqu9t1RitlU1RjUfEXe,Bedroom Audio,82,82,-1,72
กันและกัน (Cover Version) - Ost. เธอกับฉันกับฉัน,382357,"Zom Marie, Billkin, ไทรอัมส์คิงดอม",spotify:track:6WjIVghmttllN81FUd5sGe,Sony Music Entertainment,138,138,-1,3
การเดินทางที่สวยงาม,3962766,Billkin,spotify:track:5NUcn9d8kMrcoMQyE2CctY,Billkin Entertainment,26,26,-1,18
กาลครั้งนึง,4737588,JUNENOM,spotify:track:7cwlsNRPvS8v5IqgdScwM8,JUNENOM,12,12,-1,16
กำแพงหัวใจ,35513142,Mirrr,spotify:track:5BmF05GWZpmm5JZ5p3yMJr,What The Duck,15,15,-1,73
ก่อนตาย,11188253,Big Ass,spotify:track:5pqAbpHRuFhcACwvVBi69V,Music bugs,18,18,-1,43
ก่อนที่เธอจะลืมฝัน,1311413,Jeff Satur,spotify:track:7434PIB7QneUWJSKjHhNXH,WM/Thailand,52,52,-1,6
ก่อนนอนคืนนี้,12825349,YOUNGOHM,spotify:track:57NV6TzzYS473R7OgmDepf,Already Deadd,14,97,-1,116
ก่อนฤดูฝน,129402,THE TOYS,spotify:track:5BS4lRz13ztnSaBy8spQ7W,What The Duck,150,150,-1,5
ก่อนลา,272876,วสันต์17,spotify:track:1YbsjOwwDRaDYIWUnT9Hys,จอจาน ยอยักษ์ โปรดักชั่น,187,187,-1,2
ก้าวก่าย,12471880,Billkin,spotify:track:62HLOpfjoG6E0JTtUEfplQ,Billkin Entertainment,32,32,-1,39
ของขวัญ,3948636,Musketeers,spotify:track:5hXcptJwH8dr3s9ibOZUvp,Believe Records,92,92,-1,81
ขอโทษที่เป็นแบบนี้,503997,THE TOYS,spotify:track:7uylAOouR2pzyM3yaUQpRp,Toys,94,159,-1,14
ขอโทษละกัน (friend to friend),6282305,PP Krit,spotify:track:0cvETHNq3ZkPHdYCqRXhzk,PP Krit Entertainment,16,16,-1,12
ขอให้ความเสียใจฉันหายไปกับฝน,447156,เรนิษรา,spotify:track:3H4DCQTrmNbmAXHTb8ndgS,Reinizra,122,122,-1,3
ขอให้เธอใจดี,20289077,FREEHAND,spotify:track:3y5HhSSAyYGtOkP6mhKs6z,Freehand,12,12,-1,42
ขอให้เธอใจดี (May she be kind),10501740,FREEHAND,spotify:track:7uMQlau2mW31kf0prr1ir9,Freehand,12,39,31,77
ขอให้โลกนี้ใจดีกับเธอ,21065572,Anatomy Rabbit,spotify:track:1rJZTErhdRMtm2uhfFrCSS,Anatomy Rabbit,3,100,100,185
ขี้หึง,23055275,Silly Fools,spotify:track:3S7oRCNWJkMNkqLMr88hpo,GMM Music Public Company Limited,50,50,-1,212
ขึ้นใจ (Unforgettable),781178,NuNew,spotify:track:6VlPCdEkEMkD7OcbCg8qC6,Universal Music (Thailand) Ltd. Distributed Labels,134,134,-1,4
ข้อความรูปยิ้ม :),7288182,Polycat,spotify:track:3ZajpwGfKsToCEAuLTtoxF,Smallroom Bangkok Pop Music Label,27,27,-1,18
ข้างกัน (City),34034059,"Three Man Down, feat. ออม TELExTELEXs",spotify:track:3vdZ30MzgeTe5PiJXEmqjr,GMM Music Public Company Limited,15,15,-1,175
ข้างกาย ( With You ),25731418,Safeplanet,spotify:track:2RJ7Q3gHb6cOeNBioSARni,Safeplanet,12,12,12,121
"ข้ามเวลา - Original Soundtrack From ""พรหมลิขิต""",153453,Violette Wautier,spotify:track:5kV4oDo6NAXypck81lFs71,CHANDELIER MUSIC,180,180,-1,1
คงคา,395629,"Evalia, Algorhythm Project, Zekai, Ark, Aoi Crescent, HyougaAlpha, Schneider, Chaloz",spotify:track:58RQqPA20da0z5vwkK9jEE,"ALGORHYTHM PROJECT CO., LTD.",93,93,-1,2
คงดีถ้าเป็นเขา (Desire),668441,GAVIN:D,spotify:track:3nvn1t6aZ4ocg4tqxxVtBn,GAVIN:D,156,156,-1,3
คงต้องบอกลาแล้ว,22700312,Dept,spotify:track:4SAHOroe7DThzEjgNOJ54T,Smallroom,28,80,80,144
คนข้างๆ,3483278,25 hours,spotify:track:3BP00Qiv0hXg6l5GCV98RY,Believe Records,151,151,-1,20
คนทางนั้น,2676555,Gift My Project,spotify:track:3DPWP2aAMbGoMvT84zGQyO,Gift My Project,135,135,-1,12
คนเซอร์ๆ,5121963,"Saran, DXRIW",spotify:track:4e8PYz4fdw99obrglXYj41,Saran,111,111,-1,29
คนใหม่เขาดูแลอยู่,669102,Ink Waruntorn,spotify:track:0EMa3PEf3tHITHyGYQmWV9,Boxx Music,77,77,-1,4
คนไกล,5547462,Patrickananda,spotify:track:63VOJDNJ3a5dve74kzWVcF,WM/Thailand,3,46,-1,156
คนไม่คุย (Silent Mode),16227093,PROXIE,spotify:track:6yhRYfovfEfxrnH6TLXSDY,Dreamers Society,4,16,-1,66
คบแล้วห้ามเลิก (No Return),155798,"NONT TANONT, Lipta",spotify:track:0M4uSAa7OoMTTWuG7Aso2A,Loveis Entertainment,171,171,-1,1
ครั้งสุดท้าย,428634,"OG-ANIC, GAVIN:D, NINO",spotify:track:1DPrXncHEnR0141ct0DF06,Og-Anic,88,184,-1,13
คลั่งเธอ (Dopamine),4529066,NONT TANONT,spotify:track:7mKWZhB6AdIPqRMuzuiRsO,LOVEiS Entertainment,57,57,-1,13
ความคาดหวัง,4020264,"Cocktail, ตูน BODYSLAM, ปั๊บ Potato",spotify:track:4n8TKmRLfD82RWnhb6HMNw,GMM Music Public Company Limited,45,45,-1,13
ความจริง,2082802,Room 39,spotify:track:5wpiZoOgO0L8xAxHhJaUn7,LOVEiS Entertainment,144,147,-1,15
ความทรงจำ,25481452,Musketeers,spotify:track:24VfUtHxbkCrscWC00toom,Believe Records,9,9,-1,134
ความรักทำให้คนตาบอด (ซนซน 40 ปี GMM GRAMMY),713581,Three Man Down,spotify:track:7A5BmNylYVApHmE17oI0uY,GMM Music Public Company Limited,108,108,-1,4
ความรู้สึกของตัวฉัน,23289721,มนัสวีร์,spotify:track:13fTUwOsAtNtZtxAcBOtWy,9 Arkkhan - Music,23,23,-1,55
ความลับ,99022,Pause,spotify:track:3JRW8QzgWLrenspiUEqE1B,Bakery Music,170,197,-1,16
ความเข้าใจ,1932774,Cocktail,spotify:track:6SlbEb9Zvc8rUAHUhreScK,GMM Music Public Company Limited,147,147,-1,18
คำตอบ ( Answer ),6737558,Safeplanet,spotify:track:1lD1Pjy7rNDOny7nFqmUHJ,Safeplanet,16,83,-1,263
คำถาม,8032428,PUNYARB,spotify:track:15Xn4r9FY3725iHIfyq5hE,YARBCREW,5,75,-1,105
คิด(แต่ไม่)ถึง (Same Page?),9599762,Tilly Birds,spotify:track:0JStm1Ns9Ya2zQhbqMDYEU,GMM Music Public Company Limited,1,106,-1,209
คิดคิด (Let me know),2329891,4EVE,spotify:track:6C66xbNCg6Zv19tisXJnUC,"TPOP INCORPORATION Co.,Ltd.",104,104,-1,10
คิดถึงแต่,255738,BOWKYLION,spotify:track:0isUMGq0NrzYHulY0lThxy,What The Duck,6,142,-1,55
คุมเกม,829734,"marr team, Soundtiss",spotify:track:6JNTncBRMc3ISfZ7a6TLa6,Marr,177,177,-1,4
คุยคนเดียวเก่ง,528341,Three Man Down,spotify:track:4DqaFHKqAsnBn9DfLWhRpW,GMM Music Public Company Limited,50,175,175,76
คู่ชีวิต,2877705,Cocktail,spotify:track:2e1ixGbqullcmga7A378Ng,GMM Music Public Company Limited,99,99,-1,13
ค้าง (STILL),1681644,GEMINI,spotify:track:43Cjq1AFlF93a4wh8yWYoJ,GMM Music Public Company Limited,25,25,-1,4
ฆาตกรความจำเสื่อม,366181,"ZENTYARB, K.AGLET",spotify:track:1vjmFkoe2akEdwfIQGKtLX,ZENTYARB,190,190,-1,2
งานเต้นรำ,24273295,Musketeers,spotify:track:3jQEXiy7AtzDMiilrYlO0H,Believe Records,66,66,66,133
ง้อ (ALRIGHT),2231076,FOURTH,spotify:track:7ykcQ6Jx9Q6JbLGAazWuKS,GMM Music Public Company Limited,22,22,-1,4
จงเรียกเธอว่านางพญา,171757,Silly Fools,spotify:track:0XO5B6TALOIU8cry6dpHQG,ME Records,187,187,-1,1
จดจำ,24164531,Only Monday,spotify:track:2CjNvED1BSLPG1jYENA0QS,GMM Music Public Company Limited,14,14,-1,50
จดหมาย,25393431,THE TOYS,spotify:track:2wgGM5bNyPTVI2d7KHmmRw,Toys,45,45,-1,121
จมน้ำตา (เพลงประกอบละคร มณีพยาบาท),312220,New & Jiew,spotify:track:7lUCulivM40OIpxw1Bk3HJ,GMM Music Public Company Limited,153,153,-1,2
จะมอบความรัก,24281963,YEW,spotify:track:4fAI0wdVepOCi4xRwj40z9,YEW,66,66,66,158
จังหวะจะรัก,2116251,Violette Wautier,spotify:track:2dhMTwg7O8n4kFYLpCaLC4,Spicy Disc,11,126,-1,115
จังหวะตกหลุมรัก - Magic Moment,20603530,DIDIxDADA,spotify:track:7KmY6wBpheP60rFEJPJBqN,Lit Entertainment,10,10,-1,47
จันทร์อังคารพุธพฤหัสศุกร์เสาร์อาทิตย์ (Everyday),2805931,Patrickananda,spotify:track:5l3HFThm3Xlv8c9mmiTUgT,WM/Thailand,7,41,41,96
จากตรงนี้ที่(เคย)สวยงาม [La La Bye],41737652,AYLA's,spotify:track:4fwPmzupzsPEzwquuuVaiw,WM/Thailand,10,10,-1,103
จางหาย,15240395,Goy Arachaporn,spotify:track:6pTSm2Sw6fEEO4iKfOJqTL,Arachaporn Pokinpakorn,16,16,-1,37
จำนน,29142496,NONT TANONT,spotify:track:5jj7yXcilVsZPpyYtmD28X,LOVEiS Entertainment,11,11,-1,43
จำเก่ง (Slipped Your Mind),18029697,"F.HERO, Tilly Birds",spotify:track:1iK2nyld8wTLJv2dRIowSY,What The Duck,6,88,-1,198
จำเลยรัก - Defendant Of Love,12128884,"F.HERO, Txrbo",spotify:track:0AGhwXsWpVOwjHY5yf4dtD,What The Duck,2,112,-1,154
จีบเธอไม่ได้(ก็เลยจีบแม่เธอแทน),798442,"Trumsey, K-Yu",spotify:track:7lCcXEYm1q2Z7ymF467hkY,2587201 Records DK2,80,80,-1,4
