track_name,streams,artist_names,uri,source,peak_rank,rank,previous_rank,weeks_on_chart
Jamais Vu,690298,BTS,spotify:track:0eeeyCAGnGZInPtpkdYiPa,BIGHIT MUSIC,6,6,-1,9
Je T'aime,45940,JOY,spotify:track:3wS47sXPddjE6rbhU7u20w,SM Entertainment,163,163,-1,1
Jingle Bell Rock,555543,Bobby Helms,spotify:track:7vQbuQcyTflfCIOu3Uzzya,Geffen,95,114,-1,7
Jopping,1427188,SuperM,spotify:track:5WrEilrRI5cIW0DxMvQYPZ,SM Entertainment/Capitol Records,5,5,-1,18
Just A Little Bit,47801,ENHYPEN,spotify:track:3QdjLOemIcMZovVOnvJP7P,BELIFT LAB,186,186,-1,1
Just Look Up (From Don’t Look Up),53078,"Ariana Grande, Kid Cudi",spotify:track:3QPBocWfIcOCdFFvmqn60F,Republic Records,186,186,-1,1
Just Us (feat. SZA),28822,"DJ Khaled, SZA",spotify:track:0BnTBAGmr9FtYwkZrwKhwS,Epic/We The Best,186,186,-1,1
Just as usual,123248,EXO,spotify:track:64xTu0cKbXu3ZSRkfXiBnx,SM Entertainment,85,85,-1,2
Just the Way You Are,1571682,Bruno Mars,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Atlantic Records,142,167,-1,10
KICK BACK,82598,Kenshi Yonezu,spotify:track:3khEEPRyBeOUabbmOPJzAG,Sony Music Labels Inc.,183,183,-1,1
KILLING ME,252614,iKON,spotify:track:27kB4qLUCV8nZd2eOgj1Tk,YG Entertainment,9,90,90,30
KIMINOTO,221111,"SPRITE, YOUNGOHM",spotify:track:5pbD2zRUQmzhzqHTp97K19,Hype Train,98,98,-1,3
KING KONG,2329911,TREASURE,spotify:track:0gZenxCArrqlFm4lLXevTq,YG Entertainment,12,12,-1,4
Kaikai Kitan,597517,Eve,spotify:track:6y4GYuZszeXNOXuBFsJlos,TOY'S FACTORY,141,141,-1,13
Karma,290330,Taylor Swift,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,72,72,-1,2
Keep Cold,8130481,Numcha,spotify:track:3IgTrdtmSqAWsFmXTEftOv,Numcha,54,54,-1,106
Kick Back,46919,WayV,spotify:track:1hXbbVF57nIcxIugYYtdms,LABEL V,199,199,-1,1
Kick It,3900101,NCT 127,spotify:track:1ayaOin9hxCtyhg4UsBTpg,SM Entertainment,3,3,-1,30
Kill Bill,29884560,SZA,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,Top Dawg Entertainment/RCA Records,11,11,-1,105
Kill This Love,9605121,BLACKPINK,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,YG Entertainment,1,1,-1,85
Killer,162784,HYBS,spotify:track:0skOmSnfoOEOjCvkkvymhz,JUICEY,112,112,-1,2
Kills You Slowly,86970,The Chainsmokers,spotify:track:1Pz3QmQFBFuI60rxCQBeW6,Disruptor Records/Columbia,127,127,-1,3
Kimi No Koto Ga Suki Dakara,42373,BNK48,spotify:track:45ovPSG9XUhNt4ZtzhsTNI,BNK48 Office,77,77,-1,1
Kiss Me More (feat. SZA),10143804,"Doja Cat, SZA",spotify:track:3DarAbFujv6eYNliUTyqtz,Kemosabe Records/RCA Records,11,11,-1,71
Kiss and Make Up,1242348,"Dua Lipa, BLACKPINK",spotify:track:13hvHEstJ4sNbzdroPrPI3,Warner Records,3,35,-1,42
Kitsch,1833503,IVE,spotify:track:7foeH2Emgq8A3LWk3q6dat,Starship Entertainment,58,58,-1,10
Knock On Wood,48238,Red Velvet,spotify:track:0c2wKRwXpqSCBrAImEFCNf,SM Entertainment,150,150,-1,1
Know Now,52385,NCT U,spotify:track:2AOL06oTgW0urXw9MHSWLk,SM Entertainment,193,193,-1,1
Know Your Worth,171439,"Khalid, Disclosure",spotify:track:0TrPqhAMoaKUFLR7iYDokf,"Right Hand Music Group, LLC/RCA Records",100,100,-1,3
Kryptonite,443002,PUN,spotify:track:1Gsxe1ulIVg3q9GASfmoD6,High Cloud Entertainment,179,179,-1,2
Kung Fu,1772840,LUSS,spotify:track:0tofuAPwrPfzajixmn1Ryg,WM/Thailand,14,14,-1,11
L.O.V.E,65235,PARK JI HOON,spotify:track:43SOORsUey6BnIPqtHYxOY,마루기획㈜,118,118,-1,2
LA DI DA,202354,EVERGLOW,spotify:track:60M8FSYZP8MA0Wy2huOADL,YUEHUA ENTERTAINMENT KOREA,99,99,-1,3
LALALALA,306911,Stray Kids,spotify:track:79f5CcWzdkkDVD4XAIQgKr,Republic Records - Stray Kids,67,67,-1,1
LALALAY,247922,SUNMI,spotify:track:6sWd8ZAH5bWWyjwb7ZV2Zb,MAKEUS ENTERTAINMENT,83,83,-1,5
LALISA,82054614,LISA,spotify:track:7uQZVznj0uQOGC9KhV2Mg6,YG Entertainment,1,1,-1,151
LAST NIGHT,917617,TREASURE,spotify:track:21z4JbxYftHk9Ertnhv3xB,YG Entertainment,14,14,-1,1
LAST PARADE,1841640,BamBam,spotify:track:5g161vgVSZ2dhzczfNJcyx,Abyss Company,50,50,-1,7
LAST PIECE,115863,GOT7,spotify:track:6xrjIHbm6ga5J8HhOS2Rmn,Republic Records - JYP Entertainment,157,157,-1,2
LATATA,159260,(G)I-DLE,spotify:track:2ezKXygNO30pXyDQXkm6oD,CUBE ENTERTAINMENT,67,144,144,41
LDR - Sped Up,2655374,Shoti,spotify:track:6bLwOcpjZOL1GuCHBoB4VZ,Sony Music Entertainment,72,72,-1,13
LET GO,52018,Valentina Ploy,spotify:track:2G7pmHXfu8JtSMlMjSYNJV,What The Duck,140,140,-1,1
LET IT BURN,275299,TREASURE,spotify:track:1dlrGQGPhnBGIQXHxCtKnv,YGEX,76,76,-1,1
LET U GO,165001,BNK48,spotify:track:1vbbQJy9meEiYDUq9g5gor,BNK48 Office,36,36,-1,3
LIAR,3513169,BUS,spotify:track:5dpJemvWkTEM3qIKSbKB82,SONRAY MUSIC,13,13,-1,9
LIFE AIN'T OVER,62834,TRINITY,spotify:track:1Bns8zcO8zM1wrJRn7w1c2,4NOLOGUE,137,137,-1,1
LIKE THAT,3045398,BABYMONSTER,spotify:track:7GDgpad2BQVuDUzaxHFakc,YG Entertainment,102,102,-1,14
LILAC,1477186,IU,spotify:track:5xrtzzzikpG3BLbo4q1Yul,EDAM Entertainment,15,15,-1,13
LIMBO,5241562,keshi,spotify:track:2bdVgAQgosGUJoViVDNeOV,Island Records,48,48,-1,26
LION,1903840,(G)I-DLE,spotify:track:4TArUx34wOehwpnbXlKBQY,Universal Music LLC,18,18,-1,24
LO$ER=LO♡ER,514549,TOMORROW X TOGETHER,spotify:track:21aOLk12MksET8AsbU0SI6,Republic Records - TXT,73,73,-1,9
LOCO,2228818,ITZY,spotify:track:59c0HrzmHfyQs6LgDw5cHe,Republic Records - ITZY,23,23,-1,26
LOLO,640160,YUGYEOM,spotify:track:0LC7FqUsJ4NbS1kklXZH2y,"Genie Music Corporation, Stone Music Entertainment",127,127,-1,4
LONELY NIGHT,267839,Peck Palitchoke,spotify:track:0F11eSsYR5xhh6gMIEG3Q4,GMM Music Public Company Limited,50,50,-1,3
LOST!,10779434,RM,spotify:track:02H58MSfVESkKyx4diDgu7,BIGHIT MUSIC,1,1,-1,23
LOVE COUNTDOWN (Feat. Wonstein),598836,"NAYEON, Wonstein",spotify:track:5SCueETKJMI9LrMjrvlbjf,Republic Records – NAYEON (TWICE),64,64,-1,7
LOVE DIVE,5737798,IVE,spotify:track:0Q5VnK2DYzRyfqQRJuUtvi,STARSHIP Entertainment,8,8,-1,42
LOVE IS YUUU,54906,"Boyd Kosiyabong, Two Popetorn",spotify:track:0rkLBBUxJVKlVY1kLziA7W,The Flying Tomato,124,124,-1,2
LOVE SCENARIO,1579927,iKON,spotify:track:6qAzAmPBUpGrk7XADZHR5k,YG Entertainment,27,57,-1,87
LOVE YOU BETTER,47040,GOT7,spotify:track:15VM72GLYwNAfOvuTWVQkw,Republic Records - JYP Entertainment,150,150,-1,1
LOVESICK,171503,TREASURE,spotify:track:73vLyboX53L1Xpk0ILDm9s,YG Entertainment,140,140,-1,1
LUNCH,1498147,Billie Eilish,spotify:track:629DixmZGHc7ILtEntuiWE,Darkroom/Interscope Records,76,76,-1,6
LYRA,234396,LYRA,spotify:track:3sZV85zsiAVjR4DnQPKbVw,Universal Music (Thailand) Ltd. JV,69,69,-1,3
La Difícil,48040,Bad Bunny,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,Rimas Entertainment LLC,191,191,-1,1
La La La,240182,"Naughty Boy, Sam Smith",spotify:track:3wPPWcVuinAU7dXcJXtCID,Virgin Records Ltd,143,143,-1,1
La Vie en Rose,2033848,IZ*ONE,spotify:track:1fRaznZsAB2i63TtmYv2Hc,Genie Music Corporation,8,20,-1,50
Labyrinth,155990,Taylor Swift,spotify:track:0A1JLUlkZkp2EFrosoNQi0,Taylor Swift,82,82,-1,1
Lady,3687330,25 hours,spotify:track:4c6qgwNYjQQlgQ5Sf0Vaia,Believe Records,71,71,-1,19
Lalala,89609,"Y2K, bbno$",spotify:track:51Fjme0JiitpyXKuyQiCDo,Columbia,152,152,-1,2
Last Christmas,2003075,Wham!,spotify:track:2FRnf9qhLbvw8fu4IBXx78,Epic,55,55,-1,23
Last Christmas - Single Version,257361,Wham!,spotify:track:06qMRF18gwbOYYbnP2du6i,Sony Music CG,55,86,-1,22
Last Hurrah,251107,Bebe Rexha,spotify:track:0i0wnv9UoFdZ5MfuFGQzMy,Warner Records,80,80,-1,7
Last Night Sex,54822,LAZYLOXY,spotify:track:1PO9rcI2EiTQzWJIOAOA7b,Yupp! Entertainment,143,143,-1,1
Last Train,102788,"Ink Waruntorn, THREE1989",spotify:track:3QnxZYQmOOvIRtVj3i9Ipa,BOXX MUSIC,99,99,-1,1
Last Train Home,53440,John Mayer,spotify:track:1fzf9Aad4y1RWrmwosAK5y,Columbia,133,133,-1,1
Late Night Talking,1370070,Harry Styles,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Columbia,40,40,-1,12
Laugh Now Cry Later (feat. Lil Durk),396881,"Drake, Lil Durk",spotify:track:2SAqBLGA283SUiwJ3xOUVI,OVO,106,106,-1,6
Lavender,18809978,Patrickananda,spotify:track:3BV2YcwoVRxK4dXxyaHpZU,WM/Thailand,1,1,-1,76
Lavender Haze,956145,Taylor Swift,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,25,25,-1,6
Leave Before You Love Me (with Jonas Brothers),526061,"Marshmello, Jonas Brothers",spotify:track:4qu63nuBpdn0qHUHuObEj1,Republic Records,117,117,-1,10
Leave The Door Open,15787448,"Bruno Mars, Anderson .Paak, Silk Sonic",spotify:track:02VBYrHfVwfEWXk5DXyf0T,Aftermath Entertainment/Atlantic,1,1,-1,83
Left & Right,263504,SEVENTEEN,spotify:track:66orj0qtDgnU6DlmllAxbq,PLEDIS Entertainment,73,73,-1,4
Left and Right (Feat. Jung Kook of BTS),34546974,"Charlie Puth, Jung Kook, BTS",spotify:track:5Odq8ohlgIbQKMZivbWkEo,Atlantic Records,1,1,-1,91
Lemonade,621378,NCT 127,spotify:track:6txVOdSbg928oeGhlVUrdK,SM Entertainment,20,20,-1,7
Lemonade (feat. NAV),617937,"Internet Money, Gunna, Don Toliver, NAV",spotify:track:7hxHWCCAIIxFLCzvDgnQHX,Internet Money Records / TenThousand Projects,114,114,-1,10
Leo (feat. BAEKHYUN),205908,"BOL4, BAEKHYUN",spotify:track:4F9qxQqmkFnBjIvrpiQ7jV,쇼파르뮤직,78,78,-1,3
Less Than Zero,58742,The Weeknd,spotify:track:2D4dV2KXDTszzJ3p3cFqhA,XO / Republic Records,172,172,-1,1
Let Me Down Slowly,535878,Alec Benjamin,spotify:track:2qxmye6gAegTMjLKEBoR3d,2018,85,85,-1,26
"Let Me Go (with Alesso, Florida Georgia Line & watt)",140484,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",spotify:track:5Gu0PDLN4YJeW75PpBSg9p,Universal Records,16,170,-1,41
Let Me In,289747,EXO,spotify:track:5e6hUjvQG2inD4Svco0PvP,SM Entertainment,159,159,-1,2
Let Somebody Go,218953,"Coldplay, Selena Gomez",spotify:track:4cGqn0E8JCSY9gQllQj4Mf,Parlophone UK,69,69,-1,3
Let's Cry,50098,Dept,spotify:track:7wAvBndcA7994ZfErwttr9,Smallroom,134,134,-1,1
Let's Dance,258816,BamBam,spotify:track:6ik3gFk33ugDijVHKISRpz,Abyss Company,150,150,-1,2
Letting Go,29774,ONE OK ROCK,spotify:track:6KEkXeBJIHTFifMp9HK8tc,Fueled By Ramen,123,123,-1,1
Level of Concern,90393,Twenty One Pilots,spotify:track:6xZ4Q2k2ompmDppyeESIY8,Fueled By Ramen,158,158,-1,2
Levitating (feat. DaBaby),3746798,"Dua Lipa, DaBaby",spotify:track:5nujrmhLynf4yMoMtj8AQF,Warner Records,66,66,-1,56
Liar,895476,Camila Cabello,spotify:track:7LzouaWGFCy4tkXDOOnEyM,Syco Music/Epic,74,74,-1,15
Lie To Me,48011,5 Seconds of Summer,spotify:track:3567eNX2L3RkkMkwspncMH,Capitol,116,116,-1,2
Lie To Me (feat. Julia Michaels),238052,"5 Seconds of Summer, Julia Michaels",spotify:track:6GzApXoBQiiAjak3tOQfV3,Capitol,67,67,-1,7
Lie With You,2397084,TEN,spotify:track:39uhLliuH6Otvhg9duW9Fb,SM Entertainment,51,51,-1,10
Lies,3589376,ETC.,spotify:track:4cuqxTgaj2Bzrlti3s6MDZ,Muzik Move Records,60,60,-1,66
Life Boy (พูดไปก็ไลฟ์บอย),1158137,4EVE,spotify:track:6PBIcQaSWsv3EBExPSk9H3,"TPOP INCORPORATION Co.,Ltd.",64,64,-1,6
Life Goes On,10080510,BTS,spotify:track:249gnXrbfmV8NG6jTEMSwD,BIGHIT MUSIC,1,1,-1,77
Life Is Good (feat. Drake),547988,"Future, Drake",spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,Epic/Freebandz,70,70,-1,8
Life Is Live,218845,LAZYLOXY,spotify:track:2jmZ9PYz7PAowhJxbxUZvs,Yupp! Entertainment,52,52,-1,4
Life Is Still Going On,1477957,NCT DREAM,spotify:track:3THdOskGxdJcRbp0DcS4s0,SM Entertainment,38,38,-1,21
Life's Too Short (English Version),541633,aespa,spotify:track:2ouguQxJZn4jXisuNREqe5,SM Entertainment / Warner Records,55,55,-1,5
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,453879,Rihanna,spotify:track:6sCvvleqKbeyOkQDieBYgp,Roc Nation/Def Jam/Hollywood,56,56,-1,3
Light Bulb,58522,NCT U,spotify:track:401ceGHOdH7VhxkhyPRoJP,SM Entertainment,158,158,-1,1
Light It Up (with Tyga & Chris Brown),70537,"Marshmello, Tyga, Chris Brown",spotify:track:4Q8aDd3H6LF8t4eY7So9O8,Astralwerks,106,106,-1,2
Light Switch,2507336,Charlie Puth,spotify:track:3AVXwaOGCEL8cmBecfcsFJ,Atlantic Records,69,69,-1,28
Lights,238919,BTS,spotify:track:44vXWYTcdrejrIQZEoHzl8,Universal Music LLC,36,36,-1,4
Lights Up,625602,Harry Styles,spotify:track:2plLJpUcYPFrl1sW2pMG63,Columbia,53,53,-1,8
Like,189309,BTS,spotify:track:55Ctj6nVfobn9AcPe6sLG2,BIGHIT MUSIC,122,122,-1,3
Like 1999,49761,Valley,spotify:track:3aHYf6AXlWujDG9CzzT95i,Universal Music Canada,168,168,-1,1
Like Crazy,106349221,Jimin,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,BIGHIT MUSIC,1,1,-1,71
Like Crazy (English Version),4476428,Jimin,spotify:track:0u8rZGtXJrLtiSe34FPjGG,BIGHIT MUSIC,22,22,-1,21
Like I Do,2467523,J.Tajor,spotify:track:1TiZWEsxN85yLJBq56K8mG,ACTS Music Group,108,108,-1,13
Like I'm Gonna Lose You (feat. John Legend),1489134,"Meghan Trainor, John Legend",spotify:track:2YlZnw2ikdb837oKMKjBkW,Epic,72,72,-1,23
Like It Is,84096,"Kygo, Zara Larsson, Tyga",spotify:track:3frUvGrmGcay91lvFbOgsN,Kygo,170,170,-1,2
Like That (feat. Gucci Mane),1117195,"Doja Cat, Gucci Mane",spotify:track:4EivmOT13NMpNSfTKn9p4s,Kemosabe Records/RCA Records,67,67,-1,17
Like Water,322749,WENDY,spotify:track:37LhFxchiyAJVop5JgRZgY,SM Entertainment,59,59,-1,4
Like always,46900,X1,spotify:track:1Jr8RbuOnvMHsMHcWgZ9Do,Genie Music Corporation,147,147,-1,1
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),4628137,"Halsey, SUGA",spotify:track:3l6LBCOL9nPsSY29TUY2VE,Capitol Records,4,4,-1,12
Lil’ Touch,64664,Girls' Generation-Oh!GG,spotify:track:4D5Ode2OfZMxIwQyvmhUe8,SM Entertainment,12,155,145,20
Lips On Lips,22024,Tiffany Young,spotify:track:06KVx1il9j6VbQfVtFXpW8,Universal Music Taiwan,200,200,-1,1
Little Light,6064026,DOYOUNG,spotify:track:1Y5D7m2QtyBdvwvY3gAVNQ,SM Entertainment,18,18,-1,16
Living Proof,42266,Camila Cabello,spotify:track:1jg9clsGCDqOumfS0X5xm9,Syco Music/Epic,197,197,-1,1
Lo Vas A Olvidar (with ROSALÍA),63851,"Billie Eilish, ROSALÍA",spotify:track:0psS4i5YooJrXfDnGvWRLi,Darkroom/Interscope Records,115,115,-1,1
Locker,235998,LUSS,spotify:track:43rGeSTINiWovwNPiQGAXl,WM/Thailand,51,51,-1,2
London Boy,57304,Taylor Swift,spotify:track:1LLXZFeAHK9R4xUramtUKw,Taylor Swift,99,99,-1,1
Lonely,186740,RM,spotify:track:50y0OQgar3BnwTt1pXdYsM,BIGHIT MUSIC,99,99,-1,1
Lonely (with Jonas Brothers),189454,"Diplo, Jonas Brothers",spotify:track:4fwo6czG5nvOQMzhOto1ya,Columbia,152,152,-1,4
Lonely (with benny blanco),1668852,"Justin Bieber, benny blanco",spotify:track:4y4spB9m0Q6026KfkAvy9Q,Friends Keep Secrets/Def Jam Recordings/Interscope Records,35,35,-1,16
Long Flight,134028,TAEYONG,spotify:track:4hHRHdPzKTpobGyyW9ipNg,SM Entertainment,45,45,-1,2
Look At Her Now,364924,Selena Gomez,spotify:track:4yI3HpbSFSgFZtJP2kDe5m,Interscope Records,71,71,-1,6
Look Back at It,164437,A Boogie Wit da Hoodie,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,Highbridge the Label / Atlantic Records,115,115,-1,6
Loop (ฉันจึงวนกลับมา),8346550,ASIA7,spotify:track:0Fye2qtgBqOzHxb4cPSjWb,GMM Music Public Company Limited,24,24,-1,20
Lose Somebody,442237,"Kygo, OneRepublic",spotify:track:1sgDyuLooyvEML4oHspNza,Kygo,79,79,-1,7
Lose You To Love Me,1362897,Selena Gomez,spotify:track:1HfMVBKM75vxSfsQ5VefZ5,Interscope Records,24,24,-1,16
Lost,229320,Maroon 5,spotify:track:18XlJEroUwFo0tLZxscgXE,Interscope Records*,76,76,-1,3
Lost Cause,477004,Billie Eilish,spotify:track:2xdwCJLfKCkat14mlgR26M,Darkroom/Interscope Records,31,31,-1,5
Lost In Japan,652947,Shawn Mendes,spotify:track:79esEXlqqmq0GPz0xQSZTV,Island Records,39,118,-1,36
Lost Jigsaw,2870322,"guncharlie, Upim LANDOKMAI",spotify:track:6pgpclADmpoVhW9ZQazx6T,Kicks Records,104,104,-1,18
Lost in the Fire (feat. The Weeknd),155266,"Gesaffelstein, The Weeknd",spotify:track:7wFybC8jBH3zE139OpCtpG,Columbia,61,61,-1,4
Louder than bombs,309888,BTS,spotify:track:3op7HNwLli54MBjFGzIlZO,BIGHIT MUSIC,38,38,-1,3
Love & War - Yellow Claw G-Funk Remix,272787,"Yellow Claw, Yade Lauren",spotify:track:5hFmtmkZ76uPgBIEW3vWA1,Mad Decent,157,157,-1,5
Love 119,3268310,RIIZE,spotify:track:0QlNUEvJTe2QtXprDcfaOA,SM Entertainment,58,58,-1,12
Love Again,221570,NCT DREAM,spotify:track:2eqehaP6hg04FQ82CLErFd,SM Entertainment,68,68,-1,3
Love Lee,1173385,AKMU,spotify:track:1qosh64U6CR5ki1g1Rf2dZ,YG Entertainment,104,104,-1,7
Love Me,258239,RealestK,spotify:track:4qgMPzf9QOETWQFUcFkHD4,Columbia,129,129,-1,4
Love Me Again,154692375,V,spotify:track:2N0SPREDYqILVEFSsWF5N5,BIGHIT MUSIC,1,1,-1,71
Love Me Harder,160221,WOODZ,spotify:track:6fDFxA3j4WpfeCVihCPWSH,"Genie Music Corporation, Stone Music Entertainment",150,150,-1,3
Love Me Like That,6230409,Sam Kim,spotify:track:1lhm29o3syw122xynSKaAK,ADA Korea,2,2,-1,42
Love Me Now,104632,NCT 127,spotify:track:1rERmGg7Aywj0Wbv9uVDvV,SM Entertainment,67,67,-1,1
Love Message (เพลงประกอบละคร รักฉุดใจนายฉุกเฉิน),836041,"ซันนี่ สุวรรณเมธานนท์, สกาย วงศ์รวี",spotify:track:6F9yDb4e33URT8BaO3Gw6s,GMM Music Public Company Limited,67,67,-1,13
Love Shot,2218629,EXO,spotify:track:33NAYATbWRoo5RuEP30JBZ,SM Entertainment,7,22,19,51
Love Somebody,112718,Lauv,spotify:track:50wetCP0Nsx5sIaFHCYlCe,Lauv,127,127,-1,2
Love Someone,407405,Lukas Graham,spotify:track:3id2EVGKc3eFAMn9nFnB0r,Warner Records,40,91,91,31
Love Song,103281,NCT 127,spotify:track:7xH1V8qRKEOCCqIJBvlTva,SM Entertainment,68,68,-1,1
Love Story (Taylor’s Version),546640,Taylor Swift,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,50,50,-1,8
Love Talk - English Version,302365,WayV,spotify:track:2e3cJdJ8xWwydl8JIYlCqB,LABEL V,91,91,-1,6
Love Theory,354781,"TAEYONG, Wonstein",spotify:track:1dmi9lVthTKjuemmO8ucWm,SM Entertainment,118,118,-1,5
Love To Hate Me,1492023,BLACKPINK,spotify:track:7iKDsPfLT0d5mu2htfMKBZ,YG Entertainment,8,8,-1,12
Love You Better,113063,Valentina Ploy,spotify:track:21bgTVZYS5QA0v4RvPCSB6,What The Duck,136,136,-1,2
Love You Like Crazy,46678,TAEYEON,spotify:track:4TsP3ww5zEXxuUdmkWIcqp,SM Entertainment,174,174,-1,1
Love Yourself,373729,Justin Bieber,spotify:track:50kpGaPAhYJ3sGmk6vplg0,RBMG/Def Jam,84,84,-1,21
Love poem,100224,IU,spotify:track:4B6cJ34Mkfiu4Xo8t8QU7F,Kakao Entertainment,123,123,-1,2
"Love, Maybe",568555,MeloMance,spotify:track:2X45nVBeYzmDlrXji9Av0Q,FLEX M,125,125,-1,5
"Love, This",52032,LAS,spotify:track:1FaHB2AIWGiStlMh4jS6QQ,ADA Korea,138,138,-1,1
Lover,6500945,Taylor Swift,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,11,11,-1,49
Lover (Remix) [feat. Shawn Mendes],195821,"Taylor Swift, Shawn Mendes",spotify:track:3i9UVldZOE0aD0JnyfAZZ0,Taylor Swift,63,63,-1,3
Lover Boy,64570,Phum Viphurit,spotify:track:2rd4FH1cSaWGc0ZiUaMbX9,Rats Records,46,153,-1,29
Lovesick Girls,7265051,BLACKPINK,spotify:track:4Ws314Ylb27BVsvlZOy30C,YG Entertainment,1,1,-1,58
Low Low,49785,WayV-TEN&YANGYANG,spotify:track:1TF9k6wfT1rkHnRp1AqAum,LABEL V,148,148,-1,1
Lucid Dream,116788,aespa,spotify:track:285Bh5EkbxGGE76ge8JDbH,SM Entertainment,116,116,-1,2
Lucid Dreams,95509,Juice WRLD,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD Mixtape / ISR P&D,53,161,-1,22
Lucky,1662403,Adrian Milanio,spotify:track:7MQ5qQZkeVI4eBOYEXm75v,Adrian Milanio,19,19,-1,5
Lullaby,19670,GOT7,spotify:track:1aDarBap4uQgOt9k4fxWd8,Republic Records - JYP Entertainment,34,197,167,16
Luxury,27227898,D Gerrard,spotify:track:1EOWBTE1GPKcxz3wlR08tW,WM/Thailand,15,15,-1,104
M-Leg (feat. Thaiblood),624464,"Illslick, Thaiblood",spotify:track:0NyAWH9P5RNUMezxgCEsno,Bang Baht,138,138,-1,3
MAD DOG,106242,NCT 127,spotify:track:1x60WPvUlRvUZFMaMMDGQi,SM Entertainment,64,64,-1,1
MAESTRO,702130,SEVENTEEN,spotify:track:2UE9XGbAzicJIyo4bB6sqM,PLEDIS Entertainment,88,88,-1,3
MAGO,405552,GFRIEND,spotify:track:46WaBBaEHzgbN88Ew0nh50,SOURCE MUSIC,79,79,-1,6
MANIAC,528685,Stray Kids,spotify:track:7BDHDiidJ8WV349p3HTxTV,Republic Records - Stray Kids,52,52,-1,6
ME,29579,CLC,spotify:track:7w3mCZJZbfXzNebD5vktMI,Universal Music LLC,179,179,-1,1
ME! (feat. Brendon Urie of Panic! At The Disco),2383847,"Taylor Swift, Brendon Urie, Panic! At The Disco",spotify:track:4MsUsFfWseB9M2plGJyuIw,Taylor Swift,2,2,-1,28
MEGATRON,30207,Nicki Minaj,spotify:track:1ZDmxwg7Lywlx68b7SsJjj,Young Money/Cash Money Records,192,192,-1,1
MIDDLE CHILD,253190,J. Cole,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,"Dreamville, Inc., Under exclusive license to Roc Nation Records",77,77,-1,9
MILLION DOLLAR BABY,5611947,Tommy Richman,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,PULSE Records,51,51,-1,18
MILLIONS,219283,WINNER,spotify:track:5wIMMlbIGCNAXnGy0ijojN,YGEX,53,75,53,9
MIROH,110017,Stray Kids,spotify:track:4WuKHgxdCJsaOBIh7yndty,Republic Records - Stray Kids,120,120,-1,4
MMM,144460,TREASURE,spotify:track:256pafuFi3cF39hfB7cyY0,YG Entertainment,81,81,-1,2
MONEY,123681809,LISA,spotify:track:7hU3IHwjX150XLoTVmjD0q,YG Entertainment,1,1,-1,154
MONOPOLY (with Victoria Monét),162392,"Ariana Grande, Victoria Monét",spotify:track:6tsOcBnaKgzK22yEiqRh8P,Republic Records,43,43,-1,3
MONTERO (Call Me By Your Name),4547250,Lil Nas X,spotify:track:1SC5rEoYDGUK4NfG82494W,Columbia,22,22,-1,44
MOONLIGHT SUNRISE,510992,TWICE,spotify:track:38DlSDrx9tgc5Gfq6y3aBa,Republic Records - TWICE,84,84,-1,3
MORE,20178833,j-hope,spotify:track:7GARzfC1mwhDuk4t9WOACq,BIGHIT MUSIC,2,2,-1,41
MORE & MORE,2382290,TWICE,spotify:track:2bAAj29XGc4h1G4oEGYCmg,Republic Records - TWICE,6,6,-1,18
MOVE,180565,SIXC (6 crazy),spotify:track:4hxHDNSgUPiNL7ofrW2e97,Genie Music Corporation,97,97,-1,4
MOVE (Prod. by ZICO) - X1 Version,39632,X1,spotify:track:2Hy7yP6pcZOzLNO4aUB4uz,Genie Music Corporation,191,191,-1,1
MOVE (T5),2391038,TREASURE,spotify:track:4zbjQQ7CDNMG47oF9q05FR,YG Entertainment,12,12,-1,5
MOVE ON,901040,Pramote Vilepana,spotify:track:0Q3RF9qFwUDYjcmrzSgm8R,Khaosan Entertainment,98,98,-1,17
MUSE,3331752,"PUN, DAVII",spotify:track:7bRSjYVqEPeAvKG1KrlPtI,High Cloud Entertainment,71,71,-1,25
MY BAG,129056,(G)I-DLE,spotify:track:1t8sqIScEIP0B4bQzBuI2P,Cube Entertainment,136,136,-1,2
MY TREASURE,675044,TREASURE,spotify:track:4Dq2FjRkOTHcssggMdYK8J,YG Entertainment,53,53,-1,9
Mad Love,34406,Mabel,spotify:track:79JBjIq90BrQ8Ws0pUhlzD,Polydor Records,149,149,-1,1
